模板ID,名称,品级,描述,装备类型,类型,子类型,占用格子,门派ID,五行,秘籍ID,可奇遇获取,非公开,门派内排序,使用需求,正练效果ID,逆练效果ID,继承造诣加成比例,修习类型,突破盘ID,走火入魔内伤,走火入魔受伤部位,走火入魔伤害值,走火入魔气乱,可获得内力总量,每循环获得内力,循环目标类型,循环转化类型,每循环五行变化,特定格子,通用格子,命中值,闪避值,穿透,穿透抵抗,架势提气恢复,移动速度,破绽恢复,施展速度,封穴恢复,切换武器速度,攻击速度,内功比例,气乱恢复,毒抗,准备总进度,需求身体部位,脚力消耗,提气架势总消耗,基础内功比例,内功比例变化范围,穿透值,施展时额外距离,式消耗,武器耐久消耗,移动力消耗,最适武器ID,固定最佳武器ID,受伤部位攻击比例分布,总命中,每击伤害比例分布,有攻击封穴效果,有攻击破绽效果,毒素,装备破坏几率,增加移动力类型,增加破体特性,施展时增加移动速度,施展时增加移动速度百分比,移动冷却加成,施展时增加命中,脚力减少速度,脚力增加速度,移动消耗脚力,最大跳跃距离,跳跃准备帧,可部分跳跃,跳跃距离变化帧,跳跃距离变化持续,分数加成类型,分数加成,施展时增加外功穿透抵抗,施展时增加内功穿透抵抗,施展时增加闪避,反击伤害,外伤反弹率,内伤反弹率,持续帧,反弹距离,属性加成列表,外伤步骤,内伤步骤,致命伤步骤,心神伤步骤,可能真气策略列表,额外内力分配进度,循环加成技能列表,真气策略生成概率,无效突破加成类型,正练效果,逆练效果
247,金刀换掌功,3,“幽洞不拘金锁意，纵横无系去还来”。金刀换掌功乃是在群刀倒挂的金刀阵中练成，修习者不假外力，仅以肉掌相抗，久而久之，便可达到“明辨刀势、沾而不伤”的境界。,3,绝技,Invalid,2,5,4,391,true,false,12,属性1=35; 属性2=65; 属性3=45; 属性82=250; 属性62=200; 属性63=200,145,871,2,8,3,false,"0, 1, 3, 4, 5, 6",2,250,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",4500,list,0,45,0,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"250, 250, 0, 0",150,0,0,600,0,list3,"70, 70, 40, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 17, 29, 31",以此功法进行防御时，有较高几率必然化解敌人的变招,以此功法进行防御时，有较高几率必然化解敌人的追击
248,释迦掷象,4,相传释迦牟尼为太子时，曾将大象掷向高空，其后三日，象方坠地。释迦掷象功以道心为因，苦修为本，可令人身心具足，迸发巨力。,4,绝技,Invalid,2,5,4,392,true,false,13,属性0=90; 属性2=70; 属性82=300; 属性62=240; 属性63=240,146,872,3,2,4,false,"3, 4",2,300,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",0,list,0,0,30,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,属性10=90,"35, 35, 20, 25, 25, 0, 0","35, 35, 20, 25, 25, 0, 0",0,0,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 29, 30, 31, 32",每当运用者切换兵器，兵器的重量越重，运用者下一次兵器攻击造成的伤害也提高越多,每当运用者切换兵器，兵器的重量越轻，运用者下一次兵器攻击造成的伤害也提高越多
249,太卜玄典,5,太卜掌三兆、三易、三梦之法，主天子卜筮。太卜玄典奥妙精微，乃古之卜者所传，可令人通晓方位运转、来去吉凶、死生变化。,4,绝技,Invalid,2,5,4,393,true,true,14,属性2=75; 属性3=100; 属性82=350; 属性62=280; 属性63=280,147,873,3,7,5,true,"5, 6",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",0,list,0,0,40,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,属性25=30,"45, 45, 25, 0, 0, 0, 0","45, 45, 25, 0, 0, 0, 0",0,35,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 29, 30, 31, 32",运用者拥有的「劈」式越多，运用者的力道提高越多；运用者拥有的「刺」式越多，运用者的迅疾提高越多；运用者拥有的「撩」式越多，运用者的精妙提高越多,运用者拥有的「劈」式越多，运用者的卸力提高越多；运用者拥有的「刺」式越多，运用者的闪避提高越多；运用者拥有的「撩」式越多，运用者的拆招提高越多
250,太初归藏诀,6,“太初有无，无有无名。一之所起，有一而未形”。太初归藏诀诀未道尽，法不用全，却通万物之始，成一气之初，修习者能成未成之功，进之无穷，退之不灭。,3,绝技,Invalid,3,5,4,394,true,true,15,属性2=80; 属性3=110; 属性82=400; 属性62=320; 属性63=320,148,874,4,7,6,true,"5, 6",3,400,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",6000,list,0,45,50,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 500",0,0,0,300,0,list3,"65, 65, 45, 0, 0, 0, 0","65, 65, 45, 0, 0, 0, 0",0,0,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 29, 30, 31",以此功法进行防御时：运用者不会失去真气；如果运用者可以获得真气且将要失去真气，运用者的真气不会减少反而会成倍增加,以此功法进行防御时：敌人无法获得真气；如果敌人可以失去真气且将要获得真气，敌人的真气不会增加反而会成倍减少
251,狮相铁头功,0,狮相铁头功需以硬物击打头颅方可练成，此功虽可使人头坚似铁，刀枪不入，但初学者若无真气护体，则难免头破血流。,3,绝技,Invalid,1,6,0,395,true,false,9,属性0=35; 属性3=95; 属性82=100,149,875,1,2,0,false,2,1,100,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",3000,list,0,35,0,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,300,0,"0, 0, 0, 0",0,0,0,300,0,list3,"0, 0, 30, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3, 20, 19, 17, 30, 31, 32",以此功法进行防御时，敌人一次性对运用者的头颈造成的直接伤势标记数量不高于3的直接外伤均无效,以此功法进行防御时，敌人一次性对运用者的头颈造成的直接伤势标记数量不高于3的直接内伤均无效
252,兵闻拙速,1,正所谓：“兵闻拙速，未睹巧之久也”。兵闻拙速讲究“以速取胜，不用计巧，攻而必取，动则不迷”，既是用兵之法，亦可为存身之道。,4,绝技,Invalid,1,6,0,396,true,false,10,属性1=65; 属性3=80; 属性82=150,150,876,1,8,1,false,"3, 4, 5, 6",1,150,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",0,list,0,0,0,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,属性25=20,"40, 40, 20, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3, 20, 19, 17, 29, 30, 31, 32",每当敌人以直接伤害对运用者造成伤势或重创标记，运用者的脚力就会恢复,每当敌人以直接伤害对运用者造成伤势或重创标记，敌人的脚力就会受损
253,损刚益柔,2,“困敌之势，不以战；损刚益柔”。损刚益柔讲究“内阴而外阳，内柔而外刚”，乃狮相门以刚护柔、以实应虚的横练之法。,3,绝技,Invalid,1,6,0,397,true,false,11,属性3=160; 属性82=200,151,877,2,2,2,false,"0, 1",1,200,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",6000,list,0,35,30,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,300,"0, 0, 0, 0",0,0,0,300,0,list3,"25, 25, 15, 0, 0, 0, 0","25, 25, 15, 0, 0, 0, 0",0,0,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3, 20, 19, 30, 31, 32",以此功法进行防御时，如果敌人的攻击同时包含直接外伤和直接内伤，且内功比例高于外功比例，运用者受到的直接内伤降低40%，受到的直接外伤提高20%,以此功法进行防御时，如果敌人的攻击同时包含直接内伤和直接外伤，且外功比例高于内功比例，运用者受到的直接外伤降低40%，受到的直接内伤提高20%
254,霸王举鼎,3,霸王举鼎刚猛无俦，乃狮相门外壮之法，运功者力从筋起，节节发劲，举重若轻，勇武过人，如有霸王拔山盖世之姿。,4,绝技,Invalid,2,6,0,398,true,false,12,属性0=115; 属性3=60; 属性82=250,152,878,2,2,3,false,"0, 1",2,250,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",0,list,0,0,0,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,属性24=30,"35, 35, 20, 0, 0, 0, 0","35, 35, 20, 0, 0, 0, 0",0,0,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3, 20, 19, 29, 30, 31, 32",运用者的兵器重量越重，运用者对敌人造成的直接伤害就提高越多,运用者的兵器重量越重，敌人对运用者造成的直接伤害就降低越多
255,狮啸功,4,狮啸功气势惊人，需借伤残之势而发，运功者引吭长啸，隐隐如雷，若由内力淳厚者施为，则数里之外犹有回响，闻者无不震怖。,4,绝技,Invalid,2,6,0,399,true,false,13,属性0=125; 属性3=65; 属性82=300,153,879,3,2,4,false,2,2,300,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",0,list,0,0,30,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,属性10=90,"70, 70, 40, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,25,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3, 20, 17, 29, 30, 31, 32",当战斗开始及运用者的战败标记总数超过战败条件的一半时，消除敌人所有的脚力,当战斗开始及运用者的战败标记总数超过战败条件的一半时，消除敌人所有的提气、架势
256,霸王解甲功,5,“抗兵相加，哀者胜矣”。相传霸王解甲功乃是西楚霸王项羽于绝境中所创，乃是在九死一生的战阵中，舍生向死，有去无还的搏命之法。,3,绝技,Invalid,2,6,0,400,true,true,14,属性3=205; 属性82=350,154,880,3,2,5,false,"0, 1",2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",4500,list,0,45,0,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,135,0,600,60,list3,"90, 90, 50, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",110,0,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"0, 1, 2, 3, 19, 17, 29, 30, 32",以此功法进行防御时，每当敌人以直接伤害对运用者造成伤势或重创标记，根据敌人造成的伤势标记数量，同时损耗敌人与运用者的「护体」真气，运用者损耗的「护体」真气会变化为「摧破」真气,以此功法进行防御时，每当敌人以直接伤害对运用者造成伤势或重创标记，根据敌人造成的伤势标记数量，同时损耗敌人与运用者的「摧破」真气，运用者损耗的「摧破」真气会变化为「护体」真气
257,五鬼搬运法,0,五鬼搬运法乃道门法术，诀曰：“山龙廉贞有向，水龙巨门见水”，施展者需净心诚意，以灵符为引，延请五鬼，从而以无易有，以虚易实。,3,绝技,Invalid,1,7,1,401,true,false,16,属性1=30; 属性5=70; 属性82=100; 属性54=80; 属性65=80,155,881,1,7,0,true,"3, 4, 5, 6",1,100,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",3000,list,0,40,40,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 200, 0, 0",100,0,0,300,0,list3,"10, 10, 5, 0, 0, 0, 0","10, 10, 5, 0, 0, 0, 0",0,0,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 29, 31",以此功法进行防御时，如果运用者的御体低于敌人的破气，运用者受到敌人的直接伤害时，运用者的御体与敌人的破气会暂时被交换,以此功法进行防御时，如果运用者的御气低于敌人的破体，运用者受到敌人的直接伤害时，运用者的御气与敌人的破体会暂时被交换
258,长目飞耳功,1,“一曰长目，二曰飞耳，三曰树明”。此功乃然山派远望、察听、辩想之功，功成者五感通明，能知千里之外，隐微之中，故曰“长目飞耳功”。,4,绝技,Invalid,1,7,1,402,true,false,17,属性1=40; 属性5=75; 属性82=150; 属性54=120; 属性65=120,156,882,1,0,1,true,2,1,150,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",0,list,0,0,50,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,属性13=60,"0, 0, 0, 0, 0, 0, 0","30, 30, 10, 0, 0, 0, 0",0,10,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 16, 29, 31, 32",当运用者与敌人的距离大于3时，敌我距离越远，运用者的力道、精妙、迅疾、动心就提高越多,当运用者与敌人的距离大于3时，敌我距离越远，运用者的卸力、拆招、闪避、守心就提高越多
259,阴阳眼术,2,阴阳眼术亦真亦幻，神秘非常，修习者可将真气灌注于双目之中，使人见之则迷，陡生阴阳错乱、意散神消之感。,4,绝技,Invalid,1,7,1,403,true,false,18,属性4=40; 属性5=90; 属性82=200; 属性54=160; 属性65=160,157,883,2,1,2,true,2,1,200,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",0,list,0,0,100,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,属性22=20,"0, 0, 0, 0, 0, 0, 0","40, 40, 20, 0, 0, 0, 0",0,15,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 16, 29, 30, 31, 32",每当运用者开始施展功法时，运用者的施展速度高出敌人的施展速度越多，敌人的施展速度就减少越多,每当运用者开始施展功法时，敌人的施展速度高出运用者的施展速度越多，敌人的施展速度就减少越多
260,摄魂大法,3,所谓：“太一守骸，太上摄魂”。摄魂大法以符图为引，咒诀为辅，乃是以神明之力拘系人魂、辟除鬼魅的玄门心法。,3,绝技,Invalid,2,7,1,404,true,false,19,属性2=45; 属性5=100; 属性82=250; 属性54=200; 属性65=200,158,884,2,3,3,true,2,2,250,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",4500,list,0,40,100,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 400",0,0,0,300,0,list3,"0, 0, 0, 0, 0, 0, 0","50, 50, 30, 0, 0, 0, 0",0,20,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 16, 29, 30, 31",以此功法进行防御时：如果运用者获得「无」式，敌人也会获得1个「无」式，且如果运用者的动心高于敌人的守心，随机极长时间地封禁敌人1个未被封禁的功法，一场战斗中，每个功法只会被摄魂大法封禁1次,以此功法进行防御时：如果运用者出现失神标记，敌人也会获得1个失神标记，且如果运用者的动心高于敌人的守心，随机极长时间地封禁敌人1个未被封禁的功法，一场战斗中，每个功法只会被摄魂大法封禁1次
261,六丁六甲阵,4,诀曰：“上应天罡，下辟不祥，万精厌伏，所向无殃”。六丁六甲阵乃然山派独门奇术，施术者能召天兵护法，厉行风雷，役使百神。,4,绝技,Invalid,2,7,1,405,true,false,20,属性4=50; 属性5=110; 属性82=300; 属性54=240; 属性65=240,159,885,3,8,4,true,"0, 1, 2, 3, 4, 5, 6",2,300,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",0,list,0,0,70,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,list3,"0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0",0,0,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 16, 17, 29, 30, 31, 32",运用者助战的同道能够更频繁地使用「出战」指令在短时间内代替运用者进行战斗；能够更频繁地使用「牵制」指令在短时间内禁止敌方同道使用助战指令,运用者助战的同道在使用「出战」指令时，其代替运用者出战的时间大幅增加；在使用「牵制」指令时，其禁止敌方同道使用助战指令的时间大幅增加
262,天罡咒,5,天罡咒正气浩然，总摄玄纲，其诀曰：“北斗七元，神气统天，威光万千，断绝邪源”，有斩邪灭踪、归真保宁之用，能助施术者内外贞白，辟除妖邪。,3,绝技,Invalid,2,7,5,406,true,false,21,属性3=55; 属性5=120; 属性82=350; 属性54=280; 属性65=280,160,886,3,1,5,true,2,2,350,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",4500,list,0,40,70,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,400,400,"0, 0, 0, 0",0,0,0,300,0,list3,"0, 0, 0, 0, 0, 0, 0","90, 90, 50, 0, 0, 0, 0",0,35,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 16, 30, 31, 32",以此功法进行防御时，敌人以逆练的功法对运用者造成的直接伤害大幅降低,以此功法进行防御时，敌人以正练的功法对运用者造成的直接伤害大幅降低
263,象拟比转功,6,“言有象，事有比。其有象比，以观其次”。象拟比转功乃鬼谷祖师所创，其法欲取反与，欲实反虚，能以无形求有声，以无为而致无不为。,3,绝技,Invalid,3,7,1,407,true,true,22,属性2=50; 属性5=140; 属性82=400; 属性54=320; 属性65=320,161,887,4,1,6,true,"3, 4, 5, 6",3,400,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",6000,list,0,50,70,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,120,120,300,80,list3,"55, 55, 35, 35, 35, 35, 35","55, 55, 35, 35, 35, 35, 35",0,0,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 29, 30, 32",以此功法进行防御时：运用者受到的所有直接伤害减少45%；每当运用者反震敌人的攻击，将运用者的1个损害状态转移给敌人,以此功法进行防御时：运用者受到的所有直接伤害降低45%；每当运用者反震敌人的攻击，将敌人的1个增益状态转移给运用者
264,万化各归,7,“圣人之在天地间也，为众生之先。观阴阳之开阖以命物，筹策万类之终始，而守司其门户”。万化各归之法反以观往，复以验来，效仿圣人之道，可使万物复归于原有。,3,绝技,Invalid,3,7,5,408,true,true,23,属性1=45; 属性5=160; 属性82=450; 属性54=360; 属性65=360,162,888,4,3,7,true,2,3,450,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",4500,list,0,50,100,15,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 400, 400, 0",200,0,0,600,0,list3,"0, 0, 0, 0, 0, 0, 0","130, 130, 90, 0, 0, 0, 0",0,60,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 16, 29, 31",以此功法进行防御时，除非运用者被敌人命中要害，否则敌人的兵器攻击、摧破攻击均会被运用者化解，且运用者成功对敌人的兵器攻击进行反击时，恢复运用者1项低于初始值的真气；此功法防御结束时，将不可避免地被极长时间「封禁」,以此功法进行防御时，除非运用者被敌人命中要害，否则敌人的兵器攻击、摧破攻击均会被运用者化解，且运用者成功对敌人的兵器攻击进行反击时，损耗敌人1项高于初始值的真气；此功法防御结束时，将不可避免地被极长时间「封禁」
265,冰清玉洁,0,冰清玉洁之法，曰：“持身厉行，练精养志”，乃是使人养精合神，通于天地，从而容姿清迥、举止脱俗的璇女派奇技。,4,绝技,Invalid,1,8,2,409,true,false,18,属性2=30; 属性4=70; 属性82=100; 属性53=80; 属性62=80,163,889,1,0,0,true,2,1,100,0,0,-1,-1,0,"0, 0, 0, 0",0,"0, 0, 0, 0","0, 0, 0, 0","外:0, 内:0","外:0, 内:0","外:0, 内:0",0,0,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",0,list,0,0,100,20,0,0,list2,0,0,-1,-1,"20, 20, 1, 20, 20, 20, 20",0,"0, 0, 0, 0",false,false,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0,-1,,0,0,0,"0, 0, 0, 0",36,0,36,-1,-1,false,-1,-1,-1,0,0,0,"0, 0, 0, 0",0,0,0,0,0,属性9=60,"0, 0, 0, 0, 0, 0, 0","30, 30, 10, 0, 0, 0, 0",0,0,list,"0, 0, 0, 0, 0",loopBonusSkillList,0,"20, 19, 16, 29, 30, 32",运用者的魅力越高，运用者的动心就提高越多,运用者的魅力越高，运用者的守心就提高越多
